Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
8600,1.6 Ti-VCT Powershift Trend,7.0,182000,125,1596,Ford,Focus,Benzina,Fata,Euro 6,Automata,Combi,Mat,Romania,Second hand
17750,1.0 EcoBoost mHEV ST Line,4.0,25897,125,999,Ford,Puma,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
43200,55 TFSI quattro S tronic,5.0,79988,340,2995,Audi,A7,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Perlat,Germania,Second hand
12690,1.0 Ecoboost Trend,4.0,129919,125,999,Ford,EcoSport,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
16149,2.0 TDI DSG 4X4 Style,5.0,168073,183,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
12890,1.0 EcoBoost Titanium,5.0,80000,125,999,Ford,Focus,Benzina,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Romania,Second hand
17693,1.2 PureTech BVM,2.0,8261,82,1199,Citroën,C3,Benzina,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
4699,1.6 TDCi DPF Start-Stopp-System Trend,12.0,257000,115,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
6999,1.4 Team,14.0,71800,80,1390,Volkswagen,Golf,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
18290,2.0 TDI Style,5.0,62334,149,1968,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
9999,1.6 TDI BlueMotion Technology,10.0,193300,105,1598,Volkswagen,Golf,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Belgia,Second hand
19900,2.0 TDI DSG 4X4 Style,5.0,147900,150,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13100,530d xDrive Touring,11.0,225000,258,2993,BMW,Seria 5,Diesel,4x4 (automat),Euro 5,Automata,Combi,Metalizata,Germania,Second hand
34990,B5 D AWD Geartronic RDesign,4.0,129000,235,1969,Volvo,XC 60,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
22990,220 d 4Matic 9G-TRONIC AMG Line,7.0,190000,170,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
30490,xDrive20d AT xLine,5.0,172000,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
26500,140 EDC RS Line,3.0,40381,140,1333,Renault,Arkana,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
23999,2.0 TDI DSG Highline,5.0,77874,150,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
22910,2.0 TDI DSG Ambition,3.0,42000,150,1968,Skoda,Superb,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Danemarca,Second hand
17290,Estate Blue dCI EDC Intens,5.0,77554,150,1749,Renault,Megane,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
6590,1.8 TSI FR,11.0,228300,160,1798,Seat,Leon,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
2190,1.9dCi Dynamique,23.0,268000,105,1870,Renault,Scenic RX4,Diesel,4x4 (automat),Euro 3,Manuala,SUV,Metalizata,Italia,Second hand
59990,V6 TDI R-Style,2.0,45000,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
26500,1.5 EcoBlue A8 FWD Titanium X,2.0,4500,120,1499,Ford,Kuga,Diesel,Fata,Euro 6d,Automata,SUV,Metalizata,Romania,Second hand
33790,630d xDrive Gran Turismo,7.0,193900,265,2993,BMW,Seria 6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Italia,Second hand
21760,1.5 T-GDi 2WD Aut. Crystal,1.0,1,163,1497,SsangYong,Tivoli,Benzina,Fata,Euro 6d,Automata,SUV,Metalizata,Coreea de Sud,Nou
12350,2.0 TDCi Powershift Titanium,7.0,82000,150,1997,Ford,Focus,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
199920,AMG 63 SW Long Aut.,1.0,5900,585,3982,Mercedes-Benz,G,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9050,318d DPF Touring Aut.,10.0,267500,143,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Automata,Combi,Perlat,Germania,Second hand
4800,1.3 16V Multijet Sport,14.0,208000,75,1248,Fiat,500,Diesel,Fata,Euro 5,Manuala,Coupe,Metalizata,Austria,Second hand
2000,1.3 pulse,20.0,192465,95,1332,Smart,Forfour,Benzina,Fata,Euro 4,Manuala,Masina de oras,Metalizata,Germania,Second hand
29951,D5 AWD Inscription,5.0,90914,235,1969,Volvo,S90,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
28990,320i AT,5.0,145500,184,1998,BMW,Seria 3,Benzina,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
21520,1.6 BlueHDI EAT6 GT-Line,7.0,92000,120,1560,Peugeot,5008,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
32090,300 d e Aut.,6.0,119918,194,1950,Mercedes-Benz,C,Hibrid,Spate,Euro 6b,Automata,Sedan,Metalizata,Germania,Second hand
14590,1.6 TDI Style,5.0,120847,115,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
13990,1.0 EcoBoost Titanium,5.0,43474,125,999,Ford,Focus,Benzina,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
4099,118d Sport Line,16.0,232000,143,1995,BMW,Seria 1,Diesel,Spate,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
33500,730Ld,8.0,199000,286,2993,BMW,Seria 7,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
16093,2.0 TDCi Aut. Titanium,7.0,159800,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
17698,Variant 2.0 TDI DSG Comfortline,5.0,153000,190,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
9500,1.0 MPI S&amp;S Black Edition,3.0,16000,80,999,Seat,Ibiza,Benzina,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Germania,Second hand
5990,MCV 0.9 Laureate,10.0,195097,90,898,Dacia,Logan,Benzina,Fata,Euro 5,Manuala,Combi,Mat,Germania,Second hand
24390,2.0 TDI S tronic,6.0,67925,150,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
28890,D5 AWD Geartronic Inscription,9.0,165360,225,1969,Volvo,XC 90,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
22000,20d AWD R-Sport,7.0,165000,180,1999,Jaguar,F-Pace,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
26018,200 d 9G-TRONIC,6.0,95000,150,1950,Mercedes-Benz,C,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
70979,400 d 4MATIC,4.0,69000,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Romania,Second hand
42249,220 d 4Matic 9G-TRONIC Exclusive,2.0,42900,194,1950,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
29899,T6 Lang,5.0,108700,150,1968,Volkswagen,Transporter,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Germania,Second hand
86275,S Tiptronic S,5.0,48000,440,2894,Porsche,Cayenne Coupe,Benzina,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
21650,2.2 Diesel AT8-Q4 Veloce,7.0,218400,210,2143,Alfa Romeo,Giulia,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
9299,Spaceback 1.4 TDI Green tec DSG Edition,8.0,189200,90,1400,Skoda,RAPID,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
20499,640d Coupe M Sport Edition,11.0,240099,313,2993,BMW,Seria 6,Diesel,Spate,Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
29988,300 de 9G-TRONIC AMG Line,4.0,144000,194,1950,Mercedes-Benz,C,Hibrid,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13299,1.0 TSI Ambition,2.0,37530,95,999,Skoda,Fabia,Benzina,Fata,Euro 6,Manuala,Masina mica,Mat,Romania,Second hand
14190,2.0 TDCi Powershift Trend,6.0,119000,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
11490,1.6 BlueHDi FAP STT Active,6.0,102428,120,1560,Peugeot,308,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
18699,1.8 HSD Business,5.0,49678,98,1798,Toyota,Corolla,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
20990,2.0 TDI DSG L&amp;K,7.0,189000,150,1968,Skoda,Superb,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
13990,1.2 TSI Start&amp;Stop Style,6.0,49061,110,1197,Seat,Leon,Benzina,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
23590,3.0 I SDV6 HSE Dynamic,9.0,200000,306,2993,Land Rover,Range Rover Sport,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
17969,1.6 DCI Start/Stop X-TRONIC Acenta,7.0,63823,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 6,Automata,SUV,Perlat,Italia,Second hand
15199,3.0 TDI quattro S tronic,8.0,182696,272,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
18850,Avant 2.0 TDI S tronic Sport,7.0,208031,190,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
19699,2.0 TDI SCR (BlueMotion Technology) DSG Highline,6.0,195000,150,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
27370,220 d 9G-TRONIC Avantgarde,6.0,113000,194,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Danemarca,Second hand
54900,xDrive30d,4.0,121700,265,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
24990,2.0 HSD 184 CP 4x2 CVT Classy,4.0,74315,152,1987,Toyota,C-HR,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
19500,1.6 CRDi DCT7 SPIRIT,4.0,185700,136,1598,Kia,XCeed,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
20490,2.0 HEV Vignale,3.0,26000,187,1999,Ford,Mondeo,Hibrid,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Belgia,Second hand
27990,250 d 4MATIC,8.0,284000,204,2143,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
19800,2.0 TDI Quattro clean,9.0,132000,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
35097,Double Cab 2.2 DI-D A/T Instyle,4.0,41687,150,2268,Mitsubishi,L200,Diesel,4x4 (manual),Euro 6d-Temp,Automata,SUV,Metalizata,Cehia,Second hand
27808,220 4Matic 7G-DCT AMG Line,5.0,162000,190,1991,Mercedes-Benz,A,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Danemarca,Second hand
4990,1.6 TDI Blue Motion Style,12.0,246000,90,1598,Volkswagen,Polo,Diesel,Fata,Euro 5,Manuala,Masina de oras,Metalizata,Germania,Second hand
31189,2.0 Turbo AWD AT8 Veloce,5.0,56642,280,1995,Alfa Romeo,Giulia,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
8599,118d Sport Line,12.0,180000,143,1995,BMW,Seria 1,Diesel,Spate,Euro 5,Manuala,Compacta,Metalizata,Olanda,Second hand
28900,2.0 HSD 184 CP 4x2 CVT GR Sport,3.0,9500,152,1987,Toyota,C-HR,Hibrid,Fata,Euro 6,Automata,SUV,Perlat,Romania,Second hand
9999,SW BlueHDi 150 Stop&amp;Start Allure,10.0,196900,150,1997,Peugeot,508,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Franta,Second hand
10789,sDrive20d Aut.,12.0,185059,184,1995,BMW,X1,Diesel,Spate,Euro 5,Automata,SUV,Metalizata,Germania,Second hand
31589,Cross Country T5 AWD Geartronic,5.0,130000,250,1969,Volvo,V90,Benzina,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
174000,Italia,13.0,15000,570,4499,Ferrari,458,Benzina,Spate,Euro 5,Automata,Coupe,Metalizata,Italia,Second hand
18150,2.0 CRDI 4WD 6AT Premium+,8.0,174416,185,1995,Hyundai,Tucson,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
14950,1.6 TDI Sportback S tronic,5.0,163899,116,1598,Audi,A3,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Franta,Second hand
60499,50 TDI quattro tiptronic,5.0,87500,286,2967,Audi,Q8,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Germania,Second hand
13700,twinamic passion,7.0,38000,90,898,Smart,Forfour,Benzina,Spate,Euro 6,Automata,Masina de oras,Metalizata,Germania,Second hand
38999,2.0ie Lineartronic Active,1.0,4000,150,1995,Subaru,Forester,Hibrid,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Romania,Nou
5199,1.4 Active,10.0,183000,90,1398,Opel,Corsa,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
4800,2.0 CDTI DPF Sports Tourer Automatik Design Edition,11.0,290000,160,1956,Opel,Astra,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
6490,1.4 CRDi 90 Vision,10.0,220863,90,1396,Kia,Ceed,Diesel,Fata,Euro 5b,Manuala,Compacta,Perlat,Belgia,Second hand
24999,1.7D 150CP X-Tronic ALL MODE 4X4-I N-Connecta N-Tech,4.0,83091,150,1749,Nissan,X-Trail,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
13590,"2,0 CRDI AWD GT Line",7.0,227000,185,1995,Kia,Sportage,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
15800,2.0 TDCi 2WD Titanium,6.0,79000,150,1997,Ford,Kuga,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
20989,1.0 EcoBoost mHEV ST Line X,2.0,10810,125,999,Ford,Puma,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
13690,1.6 TDI Comfortline,5.0,76058,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
11089,Sport Tourer 1.5 Start/Stop 2020,4.0,99804,122,1496,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
5890,2.0 TDI Comfortline,13.0,255080,140,1968,Volkswagen,Golf,Diesel,Fata,Euro 5,Manuala,Masina mica,Perlat,Germania,Second hand
14190,2.0 TDCi Trend,6.0,113685,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
12099,1.6 DCI Start/Stop Tekna,9.0,169999,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
37498,220 d Coupe Aut.,6.0,113000,194,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
13300,blue 1.0 T-GDI DCT Trend,4.0,35725,100,998,Hyundai,i20,Benzina,Fata,Euro 6,Automata,Masina de oras,Metalizata,Danemarca,Second hand
52310,Tourer Lung 114 CDI 136CP RWD 9AT PRO,1.0,5,136,1950,Mercedes-Benz,Vito,Diesel,Spate,Euro 6d,Automata,Monovolum,Metalizata,Spania,Nou
28490,Avant 35 TDI S tronic,5.0,110193,163,1968,Audi,A6,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Belgia,Second hand
10700,2.0 TDI RS DSG,10.0,292000,184,1968,Skoda,Octavia,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
45177,350 Aut,5.0,63938,299,1991,Mercedes-Benz,CLS,Benzina,Spate,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
24700,3.0 I SDV6 HSE,10.0,260000,292,2993,Land Rover,Range Rover Sport,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
62599,T8 AWD Twin Engine Geartronic Inscription,2.0,16250,455,1969,Volvo,XC 90,Hibrid,4x4 (manual),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
11490,520d,14.0,266000,184,1995,BMW,Seria 5,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
15090,1.5 TSI Style,5.0,124675,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
13589,1.6 TDI DSG Comfortline,6.0,111050,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
19750,420d Gran Coupe Aut. Advantage,4.0,195000,190,1995,BMW,Seria 4,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
88000,AMG 53 4Matic+ AMG Speedshift TCT 9G AMG Line Premium,4.0,83000,435,2999,Mercedes-Benz,GLE Coupe,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9900,2.2 ECOTEC AWD Cosmo Aut.,10.0,67605,184,2231,Opel,Antara,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Romania,Second hand
17799,Blue dCi EDC Zen,4.0,5422,116,1461,Renault,Megane,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
10850,330d xDrive Coupe Aut. Edition Exclusive,15.0,208861,245,2993,BMW,Seria 3,Diesel,4x4 (manual),Euro 5,Automata,Coupe,Metalizata,Italia,Second hand
39700,2.0 TDI 205 CP 10AT 4M Life,1.0,600,205,1996,Volkswagen,Amarok,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Romania,Nou
9190,1.5 Blue dCi SL PLUS,4.0,17495,75,1461,Dacia,Sandero,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
2700,1.3 MultiJet Classico,16.0,85000,70,1248,Fiat,Punto,Diesel,Fata,Euro 4,Manuala,Masina de oras,Metalizata,Italia,Second hand
26090,xDrive20d Aut. Advantage,5.0,144000,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
74900,3.0L SDV6 Autobiography,6.0,53800,275,2993,Land Rover,Range Rover,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
28889,530e,6.0,90000,184,1998,BMW,Seria 5,Hibrid,Spate,Euro 6d-Temp,Automata,Sedan,Perlat,Belgia,Second hand
3690,1.7 CDTI Selection,13.0,230000,110,1686,Opel,Meriva,Diesel,Fata,Euro 5,Manuala,Monovolum,Metalizata,Germania,Second hand
18250,1.5 T-GDI 6MT Best,3.0,1785,160,1482,Kia,Ceed,Benzina,Fata,Euro 6,Manuala,Masina mica,Metalizata,Germania,Second hand
21490,2.0 TDI DPF DSG 4Mot Highline,7.0,164000,150,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
28900,30 TFSI,3.0,29500,110,999,Audi,Q2,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
13271,1.4 TSI (BlueMotion Technology) DSG Comfortline,6.0,223000,125,1395,Volkswagen,Golf,Benzina,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
12300,Variant 2.0 TDI 4Motion Comfortline,8.0,203000,150,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
26375,PureTech S&amp;S EAT8 GT,1.0,1500,130,1199,Peugeot,308,Benzina,Fata,Euro 6d,Automata,Compacta,Perlat,Romania,Second hand
10650,1.2L DIG-T Start/Stop Tekna,8.0,68995,115,1197,Nissan,Juke,Benzina,Fata,Euro 6,Manuala,SUV,Perlat,Germania,Second hand
29990,xDrive20d AT Advantage,5.0,68894,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
6360,1.4 TSI Ambition,15.0,192103,122,1390,Skoda,Octavia,Benzina,Fata,Euro 5,Manuala,Sedan,Metalizata,Germania,Second hand
6090,1.6 TDI DPF DSG Ambiente,13.0,186878,105,1598,Skoda,Octavia,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
107899,350 de 4MATIC,1.0,400,194,1950,Mercedes-Benz,GLE Coupe,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Nou
29650,2.2 CRDi 4WD AT Luxury Pack,5.0,143000,200,2199,Hyundai,Santa Fe,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9290,D3 G6 Rdesign Edition,12.0,220000,150,1984,Volvo,S40,Diesel,Fata,Euro 5,Automata,Sedan,Perlat,Belgia,Second hand
26990,xDrive40d,9.0,220000,313,2993,BMW,X6,Diesel,4x4 (automat),Euro 6b,Automata,SUV,Perlat,Romania,Second hand
21550,PureTech 225 EAT8 GT,5.0,140000,225,1598,Peugeot,508,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
68389,450h+ E-FOUR Luxury-Paket,1.0,2500,185,2487,Lexus,Seria NX,Hibrid,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
23100,2.0 TDI 4Mot DSG Highline,7.0,195297,190,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
10990,1.6 Elegance Top AllGrip,9.0,159000,120,1586,Suzuki,SX4 S-Cross,Benzina,4x4 (automat),Euro 6,Automata,SUV,Perlat,Franta,Second hand
10491,1.5 EcoBlue Titanium,4.0,200000,120,1499,Ford,Focus,Diesel,Fata,Euro 6d-Temp,Manuala,Compacta,Perlat,Romania,Second hand
3699,1.6 Comfortline,18.0,167300,102,1595,Volkswagen,Golf,Benzina,Fata,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
44958,5.0 V8 Aut. GT,3.0,11900,450,5038,Ford,Mustang,Benzina,Spate,Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
10500,Avant 2.0 TDI Multitronic,9.0,256000,190,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Olanda,Second hand
42000,530d xDrive AT,7.0,72000,265,2993,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
18900,2.0 TDI DSG 4Motion Highline,6.0,156804,190,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
6790,ENERGY dCi 110 S&amp;S LIMITED,10.0,194427,110,1461,Renault,Scenic,Diesel,Fata,Euro 5b,Manuala,Monovolum,Metalizata,Belgia,Second hand
86499,63 AMG L 4Matic+ 9G-TRONIC,7.0,78302,612,3982,Mercedes-Benz,S,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
7450,1.0 SCe Acces,5.0,100302,73,998,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
33800,Avant 3.0 50 TDI quattro Tiptronic Sport,5.0,131000,286,2967,Audi,A6,Diesel,4x4 (automat),Euro 6d-Temp,Automata,Combi,Metalizata,Germania,Second hand
26450,xDrive40d Sport-Aut.,8.0,243274,313,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
42902,2.0 Hybrid i-MMD 4WD E-CVT Executive,2.0,8831,145,1993,Honda,CR-V,Hibrid,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Japonia,Second hand
34500,2.5 Hybrid VVT-iE 4x4 Luxury,5.0,75535,178,2487,Toyota,RAV4,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
95072,400 d 4Matic 9G-TRONIC AMG Line,1.0,16500,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Mat,Germania,Second hand
71900,3.0 55 TFSI quattro Tiptronic,2.0,32346,340,2995,Audi,Q8,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
22000,525d xDrive AT,9.0,88528,218,1995,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
26004,2.0 TDI 4X4 DSG Ambition,6.0,129341,150,1968,Skoda,Kodiaq,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
14100,Avant 2.0 TDI S tronic,8.0,213000,150,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
49900,3.0 V6 TDI 4Motion DPF Automatik Elegance,6.0,140000,286,2967,Volkswagen,Touareg,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
59305,B5 MHEV AT8 AWD Inscription,1.0,5000,235,1969,Volvo,XC 60,Diesel,4x4 (automat),Euro 6c,Automata,SUV,Metalizata,Romania,Second hand
8500,1.5 Ecoboost Titanium,9.0,159000,160,1499,Ford,Mondeo,Benzina,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
16700,1.5 i-VTEC 4x2 6MT Elegance,6.0,81487,130,1498,Honda,HR-V,Benzina,Fata,Euro 6,Manuala,SUV,Mat,Romania,Second hand
11690,Blue dCi,5.0,170000,116,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Franta,Second hand
9690,ENERGY dCi 110 Start &amp; Stop Dynamique,8.0,240000,110,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Franta,Second hand
16799,1.5 TSI ACT Advance,4.0,186900,150,1498,Volkswagen,Passat,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Franta,Second hand
14790,1.6 TDI Style,5.0,120847,115,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
16049,D116 AT Plus,4.0,179648,116,1759,Mazda,3,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Olanda,Second hand
29300,1.8 HSD Dynamic GR Sport,2.0,4500,98,1798,Toyota,Corolla,Hibrid,Fata,Euro 6d,Automata,Sedan,Perlat,Romania,Second hand
8899,e-HDi 92 ETG6 Stop&amp;Start Shine,10.0,251000,92,1560,Citroën,C4 Cactus,Diesel,Fata,Euro 5,Automata,SUV,Metalizata,Olanda,Second hand
